rel_id,start_id,end_id,start_label,end_label,relationship_type,signal_type,signal_strength,impact_direction,time_sensitivity_level,impacted_scope,evidence_type,evidence_date,last_reviewed,confidence_score,confidence_band,clock_type
AFF_SIG_O2_S_Cl_REG,SIG_O2_S_Cl_REG,CL_O_S_Cl,StrategicSignal,Cluster,AFFECTS,REG,,MIXED,HIGH,CL_O_S_Cl,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_U_Th_GEO,SIG_O2_U_Th_GEO,CL_O_U_Th,StrategicSignal,Cluster,AFFECTS,GEO,,MIXED,HIGH,U/Th;核燃料/核能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_U_Th_DEMAND,SIG_O2_U_Th_DEMAND,CL_O_U_Th,StrategicSignal,Cluster,AFFECTS,DEMAND,,UNCERTAIN,MEDIUM,U/Th;核燃料/核能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_U_Th_TECH,SIG_O2_U_Th_TECH,CL_O_U_Th,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,U/Th;核燃料/核能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_U_Th_REG,SIG_O2_U_Th_REG,CL_O_U_Th,StrategicSignal,Cluster,AFFECTS,REG,,POSITIVE,HIGH,U/Th;核燃料/核能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_REE_GEO,SIG_O2_REE_GEO,CL_O_REE,StrategicSignal,Cluster,AFFECTS,GEO,,MIXED,HIGH,稀土;磁材;永磁电机;分离冶炼,MULTI_SOURCE,2025-10-09,2026-03-16,0.97,HIGH,
AFF_SIG_O2_REE_DEMAND,SIG_O2_REE_DEMAND,CL_O_REE,StrategicSignal,Cluster,AFFECTS,DEMAND,,UNCERTAIN,MEDIUM,稀土;磁材;永磁电机;分离冶炼,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_REE_TECH,SIG_O2_REE_TECH,CL_O_REE,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,稀土;磁材;永磁电机;分离冶炼,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_REE_REG,SIG_O2_REE_REG,CL_O_REE,StrategicSignal,Cluster,AFFECTS,REG,,MIXED,HIGH,稀土;磁材;永磁电机;分离冶炼,MULTI_SOURCE,2024-07-01,2026-03-16,0.92,HIGH,
AFF_SIG_O2_Ga_Ge_In_GEO,SIG_O2_Ga_Ge_In_GEO,CL_O_Ga_Ge_In,StrategicSignal,Cluster,AFFECTS,GEO,,NEGATIVE,HIGH,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,GOV_REPORT,2023-07-03,2026-03-16,0.87,MEDIUM_HIGH,
AFF_SIG_O2_Ga_Ge_In_DEMAND,SIG_O2_Ga_Ge_In_DEMAND,CL_O_Ga_Ge_In,StrategicSignal,Cluster,AFFECTS,DEMAND,,UNCERTAIN,MEDIUM,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,
AFF_SIG_O2_Ga_Ge_In_TECH,SIG_O2_Ga_Ge_In_TECH,CL_O_Ga_Ge_In,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,
AFF_SIG_O2_Ga_Ge_In_REG,SIG_O2_Ga_Ge_In_REG,CL_O_Ga_Ge_In,StrategicSignal,Cluster,AFFECTS,REG,,POSITIVE,HIGH,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,MULTI_SOURCE,2025-03-19,2026-03-16,0.95,HIGH,
AFF_SIG_O2_Li_Na_GEO,SIG_O2_Li_Na_GEO,CL_O_Li_Na,StrategicSignal,Cluster,AFFECTS,GEO,,MIXED,HIGH,Li/Na;电池与储能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Li_Na_DEMAND,SIG_O2_Li_Na_DEMAND,CL_O_Li_Na,StrategicSignal,Cluster,AFFECTS,DEMAND,,UNCERTAIN,MEDIUM,Li/Na;电池与储能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Li_Na_TECH,SIG_O2_Li_Na_TECH,CL_O_Li_Na,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,Li/Na;电池与储能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Li_Na_REG,SIG_O2_Li_Na_REG,CL_O_Li_Na,StrategicSignal,Cluster,AFFECTS,REG,,POSITIVE,HIGH,Li/Na;电池与储能,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,
AFF_SIG_O2_Cu_GEO,SIG_O2_Cu_GEO,CL_O_Cu,StrategicSignal,Cluster,AFFECTS,GEO,,MIXED,HIGH,CL_O_Cu,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Cu_DEMAND,SIG_O2_Cu_DEMAND,CL_O_Cu,StrategicSignal,Cluster,AFFECTS,DEMAND,,UNCERTAIN,MEDIUM,CL_O_Cu,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Cu_TECH,SIG_O2_Cu_TECH,CL_O_Cu,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,CL_O_Cu,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Cu_REG,SIG_O2_Cu_REG,CL_O_Cu,StrategicSignal,Cluster,AFFECTS,REG,,MIXED,HIGH,CL_O_Cu,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Ni_Co_Mn_GEO,SIG_O2_Ni_Co_Mn_GEO,CL_O_Ni_Co_Mn,StrategicSignal,Cluster,AFFECTS,GEO,,NEGATIVE,HIGH,Ni/Co/Mn;三元正极与合金,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Ni_Co_Mn_DEMAND,SIG_O2_Ni_Co_Mn_DEMAND,CL_O_Ni_Co_Mn,StrategicSignal,Cluster,AFFECTS,DEMAND,,POSITIVE,MEDIUM,Ni/Co/Mn;三元正极与合金,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Ni_Co_Mn_TECH,SIG_O2_Ni_Co_Mn_TECH,CL_O_Ni_Co_Mn,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,Ni/Co/Mn;三元正极与合金,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Ni_Co_Mn_REG,SIG_O2_Ni_Co_Mn_REG,CL_O_Ni_Co_Mn,StrategicSignal,Cluster,AFFECTS,REG,,MIXED,HIGH,Ni/Co/Mn;三元正极与合金,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,
AFF_SIG_O2_Si_GEO,SIG_O2_Si_GEO,CL_O_Si,StrategicSignal,Cluster,AFFECTS,GEO,,POSITIVE,HIGH,Si;晶圆/芯片/光伏,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,
AFF_SIG_O2_Si_DEMAND,SIG_O2_Si_DEMAND,CL_O_Si,StrategicSignal,Cluster,AFFECTS,DEMAND,,POSITIVE,MEDIUM,Si;晶圆/芯片/光伏,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Si_TECH,SIG_O2_Si_TECH,CL_O_Si,StrategicSignal,Cluster,AFFECTS,TECH,,UNCERTAIN,MEDIUM,Si;晶圆/芯片/光伏,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.62,MEDIUM,
AFF_SIG_O2_Si_REG,SIG_O2_Si_REG,CL_O_Si,StrategicSignal,Cluster,AFFECTS,REG,,MIXED,HIGH,Si;晶圆/芯片/光伏,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,
AFF_CLK_O_Fe,CLK_O_Fe,CL_O_Fe,StrategicClock,Cluster,AFFECTS,,,POSITIVE,HIGH,铁/钢;绿色钢铁;取向硅钢;风电与储能结构件,GOV_REPORT,2026-01-14,2026-03-16,0.96,HIGH,C
AFF_CLK_O_Al,CLK_O_Al,CL_O_Al,StrategicClock,Cluster,AFFECTS,,,POSITIVE,HIGH,铝;电解铝;铝箔;轻量化与光伏边框,GOV_REPORT,2026-01-14,2026-03-16,0.96,HIGH,C
AFF_CLK_O_C,CLK_O_C,CL_O_C,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,石墨/SiC/碳纤维;负极;功率半导体;冶金焦,GOV_REPORT,2023-10-20,2026-03-16,0.86,MEDIUM_HIGH,I
AFF_CLK_O_H,CLK_O_H,CL_O_H,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,氢;电解槽;绿氢;钢铁/化工/重卡,GOV_REPORT,2024-01-01,2026-03-16,0.84,MEDIUM_HIGH,I
AFF_CLK_O_Ti_Zr_Hf,CLK_O_Ti_Zr_Hf,CL_O_Ti_Zr_Hf,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Ti/Zr/Hf;航空材料;核电包壳;先进制程介质,GOV_REPORT,2025-03-19,2026-03-16,0.93,HIGH,I+T
AFF_CLK_O_Cr_Mo_W_V_Nb_Ta,CLK_O_Cr_Mo_W_V_Nb_Ta,CL_O_Cr_Mo_W_V_Nb_Ta,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,W/Mo/V/Nb/Ta;硬质合金;液流电池;电子电容,MULTI_SOURCE,2025-03-19,2026-03-16,0.94,HIGH,I+T
AFF_CLK_O_PGM,CLK_O_PGM,CL_O_PGM,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Pt/Pd/Rh/Ir;电解槽;燃料电池;汽车催化,GOV_REPORT,2024-01-01,2026-03-16,0.84,MEDIUM_HIGH,I+T
AFF_CLK_O_Ag_Au,CLK_O_Ag_Au,CL_O_Ag_Au,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,Ag/Au;光伏银浆;高可靠电子,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,I
AFF_CLK_O_P_F,CLK_O_P_F,CL_O_P_F,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,P/F;LFP/PVDF/HF;电池与含氟化工,GOV_REPORT,2025-03-19,2026-03-16,0.93,HIGH,I+T
AFF_CLK_O_Zn_Sn_Pb,CLK_O_Zn_Sn_Pb,CL_O_Zn_Sn_Pb,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Zn/Sn/Pb;镀锌;焊料;铅酸电池,GOV_REPORT,2025-07-04,2026-03-16,0.94,HIGH,C→I
AFF_CLK_O_Mg_Ca,CLK_O_Mg_Ca,CL_O_Mg_Ca,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,Mg/Ca;镁合金;汽车轻量化,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,I
AFF_CLK_O_O_N,CLK_O_O_N,CL_O_O_N,StrategicClock,Cluster,AFFECTS,,,POSITIVE,MEDIUM,氧/氮;工业气体;化工基础,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,C
AFF_CLK_G_C01_H,CLK_G_C01_H,CL_G_C01_H,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C01_H,MULTI_SOURCE,2026-01-14,2026-03-16,0.96,HIGH,INVESTMENT
AFF_CLK_G_C02_C,CLK_G_C02_C,CL_G_C02_C,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C02_C,GOV_REPORT,2023-10-20,2026-03-16,0.86,MEDIUM_HIGH,CIVILIZATION
AFF_CLK_G_C03_NO,CLK_G_C03_NO,CL_G_C03_NO,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C03_NO,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C04_AL,CLK_G_C04_AL,CL_G_C04_AL,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C04_AL,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C05_FE,CLK_G_C05_FE,CL_G_C05_FE,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C05_FE,GOV_REPORT,2026-01-14,2026-03-16,0.96,HIGH,CIVILIZATION
AFF_CLK_G_C06_PF,CLK_G_C06_PF,CL_G_C06_PF,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C06_PF,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_G_C07_TIZRHF,CLK_G_C07_TIZRHF,CL_G_C07_TIZRHF,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C07_TIZRHF,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_G_C08_REFRACTORY,CLK_G_C08_REFRACTORY,CL_G_C08_REFRACTORY,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C08_REFRACTORY,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_G_C09_MGCA,CLK_G_C09_MGCA,CL_G_C09_MGCA,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C09_MGCA,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C10_AGAU,CLK_G_C10_AGAU,CL_G_C10_AGAU,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C10_AGAU,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_G_C11_PGM,CLK_G_C11_PGM,CL_G_C11_PGM,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C11_PGM,GOV_REPORT,2024-01-01,2026-03-16,0.84,MEDIUM_HIGH,INVESTMENT
AFF_CLK_G_C12_ZNSNPB,CLK_G_C12_ZNSNPB,CL_G_C12_ZNSNPB,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C12_ZNSNPB,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C13_SCLS,CLK_G_C13_SCLS,CL_G_C13_SCLS,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C13_SCLS,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C14_UTHF,CLK_G_C14_UTHF,CL_G_C14_UTHF,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C14_UTHF,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_G_C15_REE,CLK_G_C15_REE,CL_G_C15_REE,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C15_REE,MULTI_SOURCE,2024-07-01,2026-03-16,0.92,HIGH,TACTIC
AFF_CLK_G_C16_GAGEIN,CLK_G_C16_GAGEIN,CL_G_C16_GAGEIN,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C16_GAGEIN,MULTI_SOURCE,2025-03-19,2026-03-16,0.97,HIGH,TACTIC
AFF_CLK_G_C17_LINA,CLK_G_C17_LINA,CL_G_C17_LINA,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C17_LINA,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,INVESTMENT
AFF_CLK_G_C18_CU,CLK_G_C18_CU,CL_G_C18_CU,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_G_C18_CU,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_G_C19_NICOMN,CLK_G_C19_NICOMN,CL_G_C19_NICOMN,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C19_NICOMN,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,INVESTMENT
AFF_CLK_G_C20_SI,CLK_G_C20_SI,CL_G_C20_SI,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,CL_G_C20_SI,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,CIVILIZATION
AFF_CLK_O2_S_Cl,CLK_O2_S_Cl,CL_O_S_Cl,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_O_S_Cl,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_O2_U_Th,CLK_O2_U_Th,CL_O_U_Th,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,U/Th;核燃料/核能,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,INVESTMENT
AFF_CLK_O2_REE,CLK_O2_REE,CL_O_REE,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,稀土;磁材;永磁电机;分离冶炼,MULTI_SOURCE,2024-07-01,2026-03-16,0.92,HIGH,TACTIC
AFF_CLK_O2_Ga_Ge_In,CLK_O2_Ga_Ge_In,CL_O_Ga_Ge_In,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Ga/Ge/In;GaN/GaAs;光电子;化合物半导体,MULTI_SOURCE,2025-03-19,2026-03-16,0.97,HIGH,TACTIC
AFF_CLK_O2_Li_Na,CLK_O2_Li_Na,CL_O_Li_Na,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Li/Na;电池与储能,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,INVESTMENT
AFF_CLK_O2_Cu,CLK_O2_Cu,CL_O_Cu,StrategicClock,Cluster,AFFECTS,,,MIXED,MEDIUM,CL_O_Cu,INTERNAL_STRUCTURED_SOURCE,2026-03-16,2026-03-16,0.68,MEDIUM,CIVILIZATION
AFF_CLK_O2_Ni_Co_Mn,CLK_O2_Ni_Co_Mn,CL_O_Ni_Co_Mn,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Ni/Co/Mn;三元正极与合金,MULTI_SOURCE,2025-07-04,2026-03-16,0.94,HIGH,INVESTMENT
AFF_CLK_O2_Si,CLK_O2_Si,CL_O_Si,StrategicClock,Cluster,AFFECTS,,,MIXED,HIGH,Si;晶圆/芯片/光伏,GOV_REPORT,2024-06-25,2026-03-16,0.9,HIGH,CIVILIZATION
