signal_id,source_origin,cluster_key,signal_type,signal_strength,signal_desc,source_ref_id,external_source_url,evidence_type,evidence_detail,evidence_date,last_reviewed,confidence_score,confidence_band,freshness_penalty,impact_direction,time_sensitivity_level,impacted_scope,label
SIG_G_C03_NO_TECH,GRAPH,CL_G_C03_NO,TECH,,✓中：GaN on Si替代GaN on SiC在消费市场已基本完成（降成本）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,UNCERTAIN,MEDIUM,CL_G_C03_NO,StrategicSignal
SIG_G_C03_NO_REG,GRAPH,CL_G_C03_NO,REG,,△：ITAR对GaN军用器件出口管制,SRC_EXT_002|SRC_EXT_008,https://www.mofcom.gov.cn/zcfb/dwmygl/art/2023/art_52b9a321087f402bb3d310d18b07967e.html | https://www.nist.gov/chips/proposed-funding-sites,MULTI_SOURCE,Ministry of Commerce of the PRC::MOFCOM announcement on gallium and germanium export controls ; U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.92,HIGH,0.05,NEGATIVE,HIGH,CL_G_C03_NO,StrategicSignal
SIG_G_C04_AL_GEO,GRAPH,CL_G_C04_AL,GEO,,"△弱：中国铝产能占全球60%+，已受""双碳""政策限制扩产；几内亚铝土矿政治风险",SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C04_AL,StrategicSignal
SIG_G_C04_AL_DEMAND,GRAPH,CL_G_C04_AL,DEMAND,,✓强：光伏边框（年增100万吨+）；EV轻量化（每辆增量铝约100-150kg）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C04_AL,StrategicSignal
SIG_G_C04_AL_TECH,GRAPH,CL_G_C04_AL,TECH,,△：绿铝（水电/光伏制铝）溢价扩大；惰性电极铝电解（无碳阳极）TRL6-7,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C04_AL,StrategicSignal
SIG_G_C04_AL_REG,GRAPH,CL_G_C04_AL,REG,,✓中：欧盟CBAM对碳密集铝材加税；国内电解铝能效标准提升,SRC_EXT_001,https://taxation-customs.ec.europa.eu/carbon-border-adjustment-mechanism_en,GOV_REPORT,European Commission::European Commission CBAM official page,2026-01-14,2026-03-16,0.96,HIGH,0.0,NEGATIVE,HIGH,CL_G_C04_AL,StrategicSignal
SIG_G_C05_FE_GEO,GRAPH,CL_G_C05_FE,GEO,,△弱：俄乌战争影响原料煤供应；澳大利亚/巴西铁矿石集中但无战略管制,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C05_FE,StrategicSignal
SIG_G_C05_FE_DEMAND,GRAPH,CL_G_C05_FE,DEMAND,,✓中：绿色建钢需求（Scope 3减排要求推动）；LFP需求爆发推动电池级FeSO₄,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C05_FE,StrategicSignal
SIG_G_C05_FE_TECH,GRAPH,CL_G_C05_FE,TECH,,✓中：HYBRIT（H₂ Green Steel）示范工厂2023年投产；TRL从6→7,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.65,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C05_FE,StrategicSignal
SIG_G_C05_FE_REG,GRAPH,CL_G_C05_FE,REG,,✓强：EU CBAM碳边境税（2026年全面征收）使高碳钢竞争劣势显著化,SRC_EXT_001,https://taxation-customs.ec.europa.eu/carbon-border-adjustment-mechanism_en,GOV_REPORT,European Commission::European Commission CBAM official page,2026-01-14,2026-03-16,0.96,HIGH,0.0,MIXED,HIGH,CL_G_C05_FE,StrategicSignal
SIG_G_C06_PF_GEO,GRAPH,CL_G_C06_PF,GEO,,✓中：摩洛哥占全球磷矿储量75%+；磷酸铁前驱体中国产量占全球80%+,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C06_PF,StrategicSignal
SIG_G_C06_PF_DEMAND,GRAPH,CL_G_C06_PF,DEMAND,,✓强：LFP扩产推动磷酸铁（FePO₄）需求2023-2027年CAGR>30%；含氟PVDF需求同步增长,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.65,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C06_PF,StrategicSignal
SIG_G_C06_PF_TECH,GRAPH,CL_G_C06_PF,TECH,,✓中：LiFSI替代LiPF₆趋势（5%→25%市场份额，2027）；PFAS替代材料研发中,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C06_PF,StrategicSignal
SIG_G_C06_PF_REG,GRAPH,CL_G_C06_PF,REG,,✓强：EU PFAS通用限制法规（2025草案）；半导体含氟刻蚀气体替代研究,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.65,MEDIUM,0.0,NEGATIVE,HIGH,CL_G_C06_PF,StrategicSignal
SIG_G_C07_TIZRHF_GEO,GRAPH,CL_G_C07_TIZRHF,GEO,,✓强(Hf)：Hf与Zr伴生，提纯需要去Hf；中国锆英石产量约占全球30%；澳大利亚是最大来源,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C07_TIZRHF,StrategicSignal
SIG_G_C07_TIZRHF_DEMAND,GRAPH,CL_G_C07_TIZRHF,DEMAND,,✓强(Ti)：波音/空客订单积压导致Ti锻件需求强劲；核电SMR新一轮部署拉动Zr,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C07_TIZRHF,StrategicSignal
SIG_G_C07_TIZRHF_TECH,GRAPH,CL_G_C07_TIZRHF,TECH,,✓强(Hf)：2nm以下制程Hf用量增加（CFET等新架构）；Ti增材制造（3D打印）渗透航空,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C07_TIZRHF,StrategicSignal
SIG_G_C07_TIZRHF_REG,GRAPH,CL_G_C07_TIZRHF,REG,,△(Zr)：核电重启监管窗口（各国延长核电运营许可）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,HIGH,CL_G_C07_TIZRHF,StrategicSignal
SIG_G_C08_REFRACTORY_GEO,GRAPH,CL_G_C08_REFRACTORY,GEO,,✓强(W)：2023年中国实施W/Mo等金属出口管制；✓中(Ta)：刚果金政治风险持续,SRC_EXT_010,https://www.energy.gov/cmm/what-are-critical-minerals-and-materials,GOV_REPORT,U.S. Department of Energy::DOE critical materials list page,2025-03-19,2026-03-16,0.93,HIGH,0.0,NEGATIVE,HIGH,CL_G_C08_REFRACTORY,StrategicSignal
SIG_G_C08_REFRACTORY_DEMAND,GRAPH,CL_G_C08_REFRACTORY,DEMAND,,✓强：商业航空复苏拉动叶片需求；钒液流电池储能2023-2028年CAGR>25%,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.65,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C08_REFRACTORY,StrategicSignal
SIG_G_C08_REFRACTORY_TECH,GRAPH,CL_G_C08_REFRACTORY,TECH,,✓中：SiC/SiC CMC材料在航发热端件逐步替代镍基合金（长期替代信号）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C08_REFRACTORY,StrategicSignal
SIG_G_C08_REFRACTORY_REG,GRAPH,CL_G_C08_REFRACTORY,REG,,✓强：美国《国防生产法》采购Nb/Ta；EU关键原材料法案列入高优先级,SRC_EXT_012,https://eur-lex.europa.eu/EN/legal-content/summary/a-secure-and-sustainable-supply-of-critical-raw-materials.html,GOV_REPORT,EUR-Lex / European Union::EU Critical Raw Materials Act summary,2024-05-23,2026-03-16,0.89,MEDIUM_HIGH,0.05,MIXED,HIGH,CL_G_C08_REFRACTORY,StrategicSignal
SIG_G_C09_MGCA_GEO,GRAPH,CL_G_C09_MGCA,GEO,,△：中国原镁产量占全球85%，已对稀缺工业品出口进行管控,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C09_MGCA,StrategicSignal
SIG_G_C09_MGCA_DEMAND,GRAPH,CL_G_C09_MGCA,DEMAND,,△弱：汽车轻量化推动Mg压铸件需求温和增长；新能源汽车热管理系统Mg合金渗透,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C09_MGCA,StrategicSignal
SIG_G_C09_MGCA_TECH,GRAPH,CL_G_C09_MGCA,TECH,,△：Mg合金温成形技术进步（解决成形性）；Mg-RE稀土镁合金高性能化,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C09_MGCA,StrategicSignal
SIG_G_C09_MGCA_REG,GRAPH,CL_G_C09_MGCA,REG,,无明显监管约束,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C09_MGCA,StrategicSignal
SIG_G_C10_AGAU_GEO,GRAPH,CL_G_C10_AGAU,GEO,,△弱：Ag伴生矿分散，无单一主导国；Au受地缘冲突驱动的金融属性波动,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C10_AGAU,StrategicSignal
SIG_G_C10_AGAU_DEMAND,GRAPH,CL_G_C10_AGAU,DEMAND,,✓强(Ag)：光伏装机爆发2023-2030年消耗增长；5G基站焊接用Sn/Ag焊料增长,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.65,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C10_AGAU,StrategicSignal
SIG_G_C10_AGAU_TECH,GRAPH,CL_G_C10_AGAU,TECH,,✓强：铜电极HJT TRL提升（TRL7-8）；低银/无银导电浆料研发（TRL4-5）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C10_AGAU,StrategicSignal
SIG_G_C10_AGAU_REG,GRAPH,CL_G_C10_AGAU,REG,,△：Ag无主要监管约束,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C10_AGAU,StrategicSignal
SIG_G_C11_PGM_GEO,GRAPH,CL_G_C11_PGM,GEO,,✓强：南非/俄罗斯集中（俄乌战争中断过Pd供应）；无短期替代矿山,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C11_PGM,StrategicSignal
SIG_G_C11_PGM_DEMAND,GRAPH,CL_G_C11_PGM,DEMAND,,✓强(Ir/Ru)：绿氢电解槽爆发；✗弱(Pd/Rh)：EV渗透削减汽车催化需求,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C11_PGM,StrategicSignal
SIG_G_C11_PGM_TECH,GRAPH,CL_G_C11_PGM,TECH,,✓强：超低Ir载量（0.1mg/cm²目标）研发；非贵金属ORR催化剂TRL4-5,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C11_PGM,StrategicSignal
SIG_G_C11_PGM_REG,GRAPH,CL_G_C11_PGM,REG,,✓中：绿氢补贴政策（EU、IRA）拉动电解槽需求,SRC_EXT_006,https://www.energy.gov/articles/clean-hydrogen-production-tax-credit-45v-resources,GOV_REPORT,U.S. Department of Energy::DOE Clean Hydrogen Production Tax Credit (45V) Resources,2024-01-01,2026-03-16,0.84,MEDIUM_HIGH,0.1,POSITIVE,HIGH,CL_G_C11_PGM,StrategicSignal
SIG_G_C12_ZNSNPB_GEO,GRAPH,CL_G_C12_ZNSNPB,GEO,,△弱：三者资源分散，无单一主导；Sn主产国玻利维亚/中国/印尼，无战略稀缺,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C12_ZNSNPB,StrategicSignal
SIG_G_C12_ZNSNPB_DEMAND,GRAPH,CL_G_C12_ZNSNPB,DEMAND,,△弱整体增长；Sn焊料随PCB/SMT增长稳定；Zn液流电池是新增量（TRL7-8）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C12_ZNSNPB,StrategicSignal
SIG_G_C12_ZNSNPB_TECH,GRAPH,CL_G_C12_ZNSNPB,TECH,,✓中：Zn离子电池TRL7-8（水系，安全性高，成本低）；无铅焊料持续迭代,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C12_ZNSNPB,StrategicSignal
SIG_G_C12_ZNSNPB_REG,GRAPH,CL_G_C12_ZNSNPB,REG,,✓中：RoHS/REACH持续收紧含Pb应用；工业部门Pb封口阶段性允许豁免,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C12_ZNSNPB,StrategicSignal
SIG_G_C13_SCLS_GEO,GRAPH,CL_G_C13_SCLS,GEO,,△弱：硫磺主要来自石化脱硫（碳中和后产量下降是长期趋势，硫磺可能转为紧缺）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C13_SCLS,StrategicSignal
SIG_G_C13_SCLS_DEMAND,GRAPH,CL_G_C13_SCLS,DEMAND,,△：基础化工需求稳定增长；Li-S电池研发投入增加（TRL4-5）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,MEDIUM,CL_G_C13_SCLS,StrategicSignal
SIG_G_C13_SCLS_TECH,GRAPH,CL_G_C13_SCLS,TECH,,△中：固态Li-S电池（TRL3-4）；多硫化物抑制技术（包覆/固态电解质）研究前沿,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C13_SCLS,StrategicSignal
SIG_G_C13_SCLS_REG,GRAPH,CL_G_C13_SCLS,REG,,✓中：PFAS类含氟化合物监管收紧，促进部分含S替代材料,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C13_SCLS,StrategicSignal
SIG_G_C14_UTHF_GEO,GRAPH,CL_G_C14_UTHF,GEO,,✓强：哈萨克斯坦/俄罗斯控制全球铀精矿供应~55%；俄乌战争后西方加速寻找替代供应,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,MIXED,HIGH,CL_G_C14_UTHF,StrategicSignal
SIG_G_C14_UTHF_DEMAND,GRAPH,CL_G_C14_UTHF,DEMAND,,✓强：AI数据中心清洁电力需求；小堆（SMR）部署提速；核电延寿政策扩大,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C14_UTHF,StrategicSignal
SIG_G_C14_UTHF_TECH,GRAPH,CL_G_C14_UTHF,TECH,,✓中：SMR设计（NuScale/TerraPower/SMR China）TRL5-7，2030年代前量产,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C14_UTHF,StrategicSignal
SIG_G_C14_UTHF_REG,GRAPH,CL_G_C14_UTHF,REG,,"✓强：多国重启核电（日本/比利时/荷兰/波兰）；美国""核能部署加速法案""",SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,POSITIVE,HIGH,CL_G_C14_UTHF,StrategicSignal
SIG_G_C15_REE_GEO,GRAPH,CL_G_C15_REE,GEO,,✓极强：中国出口管制（2023）；DoD资助1.2亿美元Lynas德州分离厂,SRC_EXT_005|SRC_EXT_009,https://www.mofcom.gov.cn/zwgk/zcfb/art/2025/art_6cb42957741440c6984de696b70df9ae.html | https://www.defense.gov/News/News-Stories/Article/Article/3700059/dod-looks-to-establish-mine-to-magnet-supply-chain-for-rare-earth-materials/,MULTI_SOURCE,Ministry of Commerce of the PRC::MOFCOM rare earth technology export control announcement ; U.S. Department of Defense::DoD mine-to-magnet and Lynas award,2025-10-09,2026-03-16,0.97,HIGH,0.0,MIXED,HIGH,CL_G_C15_REE,StrategicSignal
SIG_G_C15_REE_DEMAND,GRAPH,CL_G_C15_REE,DEMAND,,✓强：直驱风电（每MW 600kg Nd）；EV驱动电机（每辆2-3kg Nd）；机器人关节电机,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C15_REE,StrategicSignal
SIG_G_C15_REE_TECH,GRAPH,CL_G_C15_REE,TECH,,✓中：晶界扩散技术降Dy用量15-25%；FeN无稀土磁体TRL3-4（10年+）,SRC_002,,INTERNAL_STRUCTURED_SOURCE,Internal GRAPH knowledge package; no external link attached in V2.5-B,2026-03-16,2026-03-16,0.62,MEDIUM,0.0,UNCERTAIN,MEDIUM,CL_G_C15_REE,StrategicSignal
SIG_G_C15_REE_REG,GRAPH,CL_G_C15_REE,REG,,✓强：中国采矿配额控制；南方离子矿环保督察；EU关键原材料法案,SRC_EXT_004|SRC_EXT_012,https://www.mee.gov.cn/zcwj/gwywj/202407/t20240701_1080564.shtml | https://eur-lex.europa.eu/EN/legal-content/summary/a-secure-and-sustainable-supply-of-critical-raw-materials.html,MULTI_SOURCE,State Council of the PRC / China Government::Rare Earth Management Regulations of China ; EUR-Lex / European Union::EU Critical Raw Materials Act summary,2024-07-01,2026-03-16,0.92,HIGH,0.05,MIXED,HIGH,CL_G_C15_REE,StrategicSignal
SIG_G_C16_GAGEIN_GEO,GRAPH,CL_G_C16_GAGEIN,GEO,,✓极强：中国2023年8月实施出口管制；美/EU/日本紧急建设替代供应链,SRC_EXT_002,https://www.mofcom.gov.cn/zcfb/dwmygl/art/2023/art_52b9a321087f402bb3d310d18b07967e.html,GOV_REPORT,Ministry of Commerce of the PRC::MOFCOM announcement on gallium and germanium export controls,2023-07-03,2026-03-16,0.87,MEDIUM_HIGH,0.1,NEGATIVE,HIGH,CL_G_C16_GAGEIN,StrategicSignal
SIG_G_C16_GAGEIN_DEMAND,GRAPH,CL_G_C16_GAGEIN,DEMAND,,✓强：5G全球扩张；GaN快充普及（消费市场）；InP 800G光模块（AI算力）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,UNCERTAIN,MEDIUM,CL_G_C16_GAGEIN,StrategicSignal
SIG_G_C16_GAGEIN_TECH,GRAPH,CL_G_C16_GAGEIN,TECH,,✓中：GaN on Si替代GaN on SiC（消费市场完成）；AZO替代ITO（柔性屏渗透）,SRC_EXT_008,https://www.nist.gov/chips/proposed-funding-sites,GOV_REPORT,U.S. Department of Commerce / NIST::NIST CHIPS proposed funding sites for GaN/GaAs,2024-06-25,2026-03-16,0.9,HIGH,0.05,UNCERTAIN,MEDIUM,CL_G_C16_GAGEIN,StrategicSignal
